oem,modelYear,model,ft,variantName,ownerNo,km,City,price_cleaned,km_bucket
Hyundai,2017,Hyundai i20,Petrol,Sportz 1.2,2,46946,Chennai,587000.0,40000-50000
Honda,2019,Honda Jazz,Petrol,VX CVT,1,30772,Chennai,807000.0,30000-40000
Ford,2012,Ford Figo,Diesel,Diesel Titanium,1,74008,Chennai,260000.0,70000-80000
Maruti,2017,Maruti Swift Dzire,Diesel,VDI,1,31000,Chennai,760000.0,30000-40000
Mahindra,2022,Mahindra Bolero,Diesel,B6 BSVI,1,20000,Chennai,1070000.0,20000-30000
Maruti,2020,Maruti Baleno,Petrol,Delta,2,20000,Chennai,650000.0,20000-30000
Maruti,2020,Maruti S-Presso,Petrol,VXI Plus AT 2019-2022,1,31137,Chennai,520000.0,30000-40000
Maruti,2011,Maruti Swift Dzire,Diesel,ZDi,1,90000,Chennai,350000.0,90000-100000
Hyundai,2015,Hyundai Creta,Petrol,1.6 SX,1,77000,Chennai,875000.0,70000-80000
BMW,2019,BMW 3 Series GT,Diesel,Luxury Line,1,16000,Chennai,4350000.0,10000-20000
Mahindra,2018,Mahindra XUV500,Diesel,AT W6 2WD,1,23000,Chennai,1450000.0,20000-30000
Mahindra,2022,Mahindra Thar,Petrol,LX 4-Str Hard Top BSVI,1,9000,Chennai,1725000.0,0-10000
Datsun,2018,Datsun RediGO,Petrol,T Option,1,28733,Chennai,302000.0,20000-30000
Hyundai,2018,Hyundai Verna,Diesel,CRDi 1.6 AT SX Plus,1,61828,Chennai,1060000.0,60000-70000
Tata,2022,Tata Tigor,Petrol,XZ Plus BSVI,1,60431,Chennai,722000.0,60000-70000
Maruti,2018,Maruti Celerio X,Petrol,ZXI Option BSIV,1,53269,Chennai,463000.0,50000-60000
MG,2021,MG Hector,Petrol,Sharp DCT,1,38000,Chennai,1770000.0,30000-40000
Honda,2019,Honda Amaze,Petrol,S Petrol BSIV,2,37778,Chennai,627000.0,30000-40000
Maruti,2017,Maruti Baleno,Petrol,1.2 Delta,1,54024,Chennai,575000.0,50000-60000
Tata,2018,Tata Nexon,Petrol,1.2 Revotron XM,2,85941,Chennai,658000.0,80000-90000
Maruti,2018,Maruti Celerio X,Petrol,AMT ZXI BSIV,1,89329,Chennai,477000.0,80000-90000
Tata,2019,Tata Tiago,Petrol,1.2 Revotron XZ,2,40000,Chennai,500000.0,40000-50000
Maruti,2017,Maruti Swift,Petrol,ZXI,1,17000,Chennai,650000.0,10000-20000
Maruti,2017,Maruti Ignis,Petrol,1.2 Delta BSIV,1,83887,Chennai,455000.0,80000-90000
Toyota,2021,Toyota Innova Crysta,Diesel,2.4 ZX 7 STR AT,1,39000,Chennai,2800000.0,30000-40000
Hyundai,2018,Hyundai Verna,Petrol,VTVT 1.6 AT EX,1,23000,Chennai,975000.0,20000-30000
Hyundai,2017,Hyundai Verna,Petrol,VTVT 1.6 SX,1,80000,Chennai,750000.0,80000-90000
Maruti,2016,Maruti Celerio,Petrol,ZXI AT,1,34000,Chennai,485000.0,30000-40000
Maruti,2017,Maruti Celerio,Petrol,ZXI Optional,1,29973,Chennai,460000.0,20000-30000
Honda,2021,Honda City,Petrol,VX MT,1,30000,Chennai,1265000.0,30000-40000
Hyundai,2016,Hyundai i20 Active,Diesel,1.4 S,2,80805,Chennai,567000.0,80000-90000
Tata,2020,Tata Tiago,Petrol,XZ Plus,1,26235,Chennai,619000.0,20000-30000
Honda,2017,Honda City,Petrol,i VTEC S,1,95963,Chennai,630000.0,90000-100000
Hyundai,2018,Hyundai Creta,Petrol,1.6 E Plus,1,83294,Chennai,835000.0,80000-90000
MG,2021,MG Hector,Diesel,Sharp Diesel MT BSIV,2,17963,Chennai,1703000.0,10000-20000
Maruti,2019,Maruti Baleno,Petrol,1.2 Alpha,1,102696,Chennai,635000.0,100000-110000
Hyundai,2019,Hyundai i20,Diesel,Magna Plus Diesel,2,57206,Chennai,635000.0,50000-60000
Hyundai,2017,Hyundai i20,Petrol,Asta 1.2,1,81829,Chennai,657000.0,80000-90000
Maruti,2014,Maruti Celerio,Petrol,VXI,2,54395,Chennai,390000.0,50000-60000
Tata,2019,Tata Tigor,Diesel,1.05 Revotorq XZ,1,50000,Chennai,620000.0,50000-60000
Volkswagen,2017,Volkswagen Ameo,Petrol,1.2 MPI Comfortline,2,70000,Chennai,465000.00000000006,70000-80000
Hyundai,2015,Hyundai i20,Petrol,Asta Option 1.2,1,36000,Chennai,590000.0,30000-40000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,200 CDI Style,2,75000,Chennai,2150000.0,70000-80000
Mercedes-Benz,2018,Mercedes-Benz E-Class,Diesel,Expression E 220d,1,45007,Chennai,4600000.0,40000-50000
Honda,2016,Honda Amaze,Petrol,S Petrol BSIV,1,49617,Chennai,490000.00000000006,40000-50000
Toyota,2016,Toyota Etios,Petrol,VX,1,57782,Chennai,620000.0,50000-60000
Skoda,2015,Skoda Superb,Diesel,Elegance 2.0 TDI CR AT,1,38000,Chennai,1950000.0,30000-40000
Honda,2018,Honda Jazz,Petrol,1.2 V i VTEC,2,22066,Chennai,594000.0,20000-30000
Hyundai,2016,Hyundai i20,Petrol,Magna 1.2,1,65707,Chennai,536000.0,60000-70000
Maruti,2015,Maruti Celerio,Petrol,ZXI,1,89488,Chennai,365000.0,80000-90000
Maruti,2017,Maruti Ignis,Petrol,1.2 AMT Zeta BSIV,2,88663,Chennai,544000.0,80000-90000
Tata,2020,Tata Tiago,Petrol,XZ Plus,1,31679,Chennai,566000.0,30000-40000
Hyundai,2013,Hyundai Grand i10,Petrol,Asta,1,68178,Chennai,420000.0,60000-70000
Honda,2017,Honda City,Petrol,i VTEC V,2,61279,Chennai,748000.0,60000-70000
Honda,2021,Honda Amaze,Petrol,VX Petrol,1,8963,Chennai,880000.0000000001,0-10000
Maruti,2017,Maruti Swift Dzire,Petrol,VXI 1.2,1,80281,Chennai,616000.0,80000-90000
MG,2020,MG Hector,Petrol,Smart MT,1,50580,Chennai,1554000.0,50000-60000
Mini,2014,Mini Cooper,Petrol,One,1,21000,Chennai,2100000.0,20000-30000
Audi,2016,Audi Q3,Diesel,35 TDI Quattro Premium Plus,1,55000,Chennai,2175000.0,50000-60000
Mercedes-Benz,2018,Mercedes-Benz GLE,Diesel,250d,2,70000,Chennai,4200000.0,70000-80000
Audi,2019,Audi Q5,Petrol,45 TFSI Technology,1,58000,Chennai,4300000.0,50000-60000
Volkswagen,2018,Volkswagen Vento,Petrol,1.6 Comfortline,1,65224,Chennai,725000.0,60000-70000
BMW,2018,BMW X5,Diesel,xDrive 30d Design Pure Experience 5 Seater,1,42001,Chennai,5750000.0,40000-50000
Maruti,2017,Maruti Swift Dzire,Petrol,LXI,1,30316,Chennai,635000.0,30000-40000
Mercedes-Benz,2013,Mercedes-Benz E-Class,Diesel,E250 CDI,3,64000,Chennai,1800000.0,60000-70000
Volvo,2015,Volvo S60,Diesel,D4 SUMMUM,1,40000,Chennai,1900000.0,40000-50000
Maruti,2017,Maruti Swift,Petrol,VXI,1,100526,Chennai,510000.0,100000-110000
Maruti,2021,Maruti Swift,Petrol,ZXI Plus,1,17273,Chennai,817000.0,10000-20000
Maruti,2018,Maruti SX4 S Cross,Diesel,DDiS 200 Delta,1,107737,Chennai,850000.0,100000-110000
Maruti,2017,Maruti Baleno,Petrol,1.2 CVT Delta,2,73369,Chennai,538000.0,70000-80000
Maruti,2012,Maruti Alto,Petrol,LXi,1,63697,Chennai,235000.0,60000-70000
Hyundai,2018,Hyundai i20,Petrol,1.2 Asta Option,1,45224,Chennai,666000.0,40000-50000
Maruti,2016,Maruti Wagon R,Petrol,VXI Optional,2,49124,Chennai,413000.0,40000-50000
Maruti,2016,Maruti Swift Dzire,Petrol,VXI,1,96861,Chennai,505000.0,90000-100000
Renault,2022,Renault Kiger,Petrol,RXT AMT,1,14118,Chennai,810000.0,10000-20000
Jeep,2023,Jeep Meridian,Diesel,Limited Opt AT,1,1200,Chennai,4100000.0,0-10000
Ford,2018,Ford Ecosport,Petrol,1.5 Petrol Trend Plus AT BSIV,2,36000,Chennai,725000.0,30000-40000
Skoda,2022,Skoda Kushaq,Petrol,1.0 TSI Style AT BSVI,1,10000,Chennai,1755000.0,10000-20000
Kia,2019,Kia Seltos,Petrol,HTK Plus G,1,50000,Chennai,1050000.0,50000-60000
Toyota,2021,Toyota Urban cruiser,Petrol,High,1,30000,Chennai,1000000.0,30000-40000
Skoda,2018,Skoda Rapid,Petrol,1.6 MPI AT Style BSIV,1,29000,Chennai,850000.0,20000-30000
Hyundai,2014,Hyundai i20,Petrol,Asta 1.2,2,55940,Chennai,508000.0,50000-60000
Renault,2022,Renault KWID,Petrol,1.0 RXT AMT,1,1000,Chennai,625000.0,0-10000
Honda,2016,Honda Jazz,Petrol,1.2 V AT i VTEC,2,96184,Chennai,560000.0,90000-100000
Hyundai,2014,Hyundai i10,Petrol,Magna 1.1L,1,87780,Chennai,335000.0,80000-90000
Ford,2019,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,2,73834,Chennai,830000.0000000001,70000-80000
Mahindra,2022,Mahindra Thar,Diesel,LX 4-Str Hard Top Diesel AT BSVI,1,20000,Chennai,1789999.9999999998,20000-30000
Maruti,2016,Maruti Baleno,Petrol,1.2 Alpha,1,38514,Chennai,630000.0,30000-40000
Maruti,2016,Maruti Swift Dzire,Petrol,VXI,2,74401,Chennai,527000.0,70000-80000
Hyundai,2020,Hyundai Creta,Petrol,SX Opt Turbo Dualtone BSVI,1,40000,Chennai,1320000.0,40000-50000
Maruti,2022,Maruti Swift,Petrol,ZXI Plus,1,9000,Chennai,860000.0,0-10000
Hyundai,2017,Hyundai Creta,Petrol,1.6 VTVT E Plus,1,50000,Chennai,766000.0,50000-60000
Maruti,2020,Maruti Swift Dzire,Petrol,VXI BSVI,1,40000,Chennai,610000.0,40000-50000
Skoda,2015,Skoda Rapid,Diesel,1.5 TDI AT Elegance,3,80000,Chennai,475000.0,80000-90000
Hyundai,2014,Hyundai Grand i10,Petrol,Asta,2,82000,Chennai,390000.0,80000-90000
Hyundai,2020,Hyundai Aura,Petrol,SX Plus AMT,1,32947,Chennai,680000.0,30000-40000
Jeep,2022,Jeep Meridian,Diesel,Limited Opt,1,9000,Chennai,3150000.0,0-10000
Hyundai,2018,Hyundai Verna,Petrol,VTVT 1.6 SX,1,25000,Chennai,855000.0000000001,20000-30000
Maruti,2022,Maruti XL6,Petrol,Zeta,1,10000,Chennai,1200000.0,10000-20000
Skoda,2022,Skoda Slavia,Petrol,1.5 TSI Style BSVI,1,8413,Chennai,1786000.0,0-10000
Hyundai,2016,Hyundai i20,Petrol,Asta Option 1.2,1,34460,Chennai,614000.0,30000-40000
Maruti,2010,Maruti Swift Dzire,Petrol,ZXi,1,33886,Chennai,340000.0,30000-40000
Hyundai,2016,Hyundai i20 Active,Petrol,1.2 SX,2,57910,Chennai,558000.0,50000-60000
Renault,2020,Renault Triber,Petrol,RXZ,2,46233,Chennai,650000.0,40000-50000
Honda,2017,Honda City,Petrol,ZX CVT,1,60000,Chennai,950000.0,60000-70000
Maruti,2021,Maruti Swift,Petrol,VXI,1,48979,Chennai,710000.0,40000-50000
MG,2019,MG Hector,Petrol,Sharp DCT,1,42000,Chennai,1700000.0,40000-50000
Ford,2016,Ford Ecosport,Diesel,1.5 TDCi Titanium BSIV,1,106165,Chennai,684000.0,100000-110000
Datsun,2018,Datsun RediGO,Petrol,T Option,1,91261,Chennai,309000.0,90000-100000
Maruti,2018,Maruti Celerio,Petrol,ZXI,1,36711,Chennai,500000.0,30000-40000
BMW,2021,BMW 3 Series Gran Limousine,Petrol,330 Li Luxury Line,1,9000,Chennai,5500000.0,0-10000
Maruti,2018,Maruti Baleno,Petrol,1.2 Delta,1,30428,Chennai,650000.0,30000-40000
Renault,2018,Renault KWID,Petrol,1.0 RXL,1,49791,Chennai,360000.0,40000-50000
MG,2021,MG Hector Plus,Diesel,Sharp Diesel MT,1,40000,Chennai,1875000.0,40000-50000
Hyundai,2014,Hyundai Xcent,Petrol,1.2 Kappa SX Option,2,40000,Chennai,450000.0,40000-50000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Delta,2,50000,Chennai,660000.0,50000-60000
Maruti,2019,Maruti Vitara Brezza,Diesel,ZDi,1,60000,Chennai,950000.0,60000-70000
Volkswagen,2017,Volkswagen Ameo,Petrol,1.2 MPI Highline 16 Alloy,1,60000,Chennai,500000.0,60000-70000
Ford,2017,Ford Endeavour,Diesel,2.2 Titanium AT 4X2,1,70000,Chennai,2390000.0,70000-80000
Maruti,2014,Maruti Wagon R,Petrol,VXI BS IV,2,107158,Chennai,361000.0,100000-110000
Hyundai,2019,Hyundai Grand i10,Petrol,1.2 Kappa Sportz BSIV,1,90811,Chennai,549000.0,90000-100000
Ford,2012,Ford Figo,Petrol,Petrol Titanium,3,76454,Chennai,210000.0,70000-80000
Maruti,2021,Maruti Swift,Petrol,VXI,1,57464,Chennai,704000.0,50000-60000
Honda,2019,Honda Amaze,Petrol,V Petrol BSIV,1,95072,Chennai,729000.0,90000-100000
Honda,2014,Honda City,Petrol,i VTEC CVT SV,1,51789,Chennai,700000.0,50000-60000
Hyundai,2018,Hyundai i20,Petrol,1.2 Asta Option,2,56028,Chennai,619000.0,50000-60000
Honda,2017,Honda City,Petrol,i VTEC S,1,60000,Chennai,725000.0,60000-70000
Hyundai,2020,Hyundai Grand i10 Nios,Petrol,Sportz,1,36460,Chennai,621000.0,30000-40000
Honda,2020,Honda Amaze,Petrol,S Petrol BSIV,1,103249,Chennai,685000.0,100000-110000
Honda,2021,Honda City,Petrol,V MT,1,45568,Chennai,950000.0,40000-50000
MG,2021,MG Hector Plus,Diesel,Sharp Diesel MT,1,60000,Chennai,1850000.0,60000-70000
Skoda,2013,Skoda Rapid,Diesel,1.6 TDI Ambition,1,100521,Chennai,410000.0,100000-110000
Volkswagen,2019,Volkswagen Ameo,Petrol,1.0 MPI Comfortline,1,42709,Chennai,570000.0,40000-50000
Honda,2015,Honda City,Petrol,i VTEC V,1,100000,Chennai,600000.0,100000-110000
Hyundai,2018,Hyundai Elantra,Petrol,2.0 SX Option AT,1,30000,Chennai,1350000.0,30000-40000
BMW,2016,BMW 3 Series,Diesel,320d Luxury Line,1,70000,Chennai,2600000.0,70000-80000
Hyundai,2014,Hyundai Grand i10,Petrol,Magna,1,104279,Chennai,365000.0,100000-110000
Hyundai,2018,Hyundai i20 Active,Petrol,1.2 SX,1,73321,Chennai,707000.0,70000-80000
Hyundai,2017,Hyundai Verna,Petrol,VTVT 1.6 SX,1,50000,Chennai,800000.0,50000-60000
Hyundai,2018,Hyundai Santro,Petrol,Sportz BSIV,1,34279,Chennai,520000.0,30000-40000
Hyundai,2016,Hyundai i20,Petrol,Asta Option 1.2,2,55040,Chennai,602000.0,50000-60000
Hyundai,2018,Hyundai Verna,Diesel,CRDi 1.6 AT SX Option,2,39000,Chennai,1050000.0,30000-40000
Hyundai,2014,Hyundai i20,Diesel,Asta 1.4 CRDi,2,104336,Chennai,546000.0,100000-110000
Volvo,2019,Volvo S90,Diesel,D4 Momentum,3,45000,Chennai,3475000.0,40000-50000
Honda,2020,Honda City,Petrol,ZX MT,1,69617,Chennai,1188000.0,60000-70000
Hyundai,2016,Hyundai i20,Petrol,Asta Option 1.2,1,47429,Chennai,621000.0,40000-50000
Maruti,2015,Maruti Swift,Petrol,VXI,1,67000,Chennai,515000.00000000006,60000-70000
Volkswagen,2016,Volkswagen Polo,Petrol,1.2 MPI Highline,1,80000,Chennai,600000.0,80000-90000
Volkswagen,2018,Volkswagen Polo,Petrol,1.0 MPI Highline,1,27000,Chennai,775000.0,20000-30000
Ford,2016,Ford Ecosport,Diesel,1.5 TDCi Titanium Plus BSIV,2,56000,Chennai,645000.0,50000-60000
Honda,2018,Honda Amaze,Petrol,S Petrol,1,33379,Chennai,650000.0,30000-40000
Maruti,2017,Maruti Ciaz,Diesel,1.3 Delta,1,80000,Chennai,700000.0,80000-90000
Hyundai,2016,Hyundai Xcent,Petrol,VTVT Plus ABS,1,90000,Chennai,437000.0,90000-100000
Hyundai,2015,Hyundai Xcent,Petrol,1.2 Kappa SX,1,50197,Chennai,460000.0,50000-60000
Hyundai,2012,Hyundai Accent,Petrol,Executive,2,80000,Chennai,250000.0,80000-90000
Honda,2016,Honda Jazz,Petrol,1.2 VX i VTEC,1,60611,Chennai,520000.0,60000-70000
Ford,2017,Ford Ecosport,Petrol,1.5 Ti VCT MT Titanium BSIV,3,61120,Chennai,566000.0,60000-70000
Renault,2019,Renault KWID,Petrol,1.0 RXT Optional,1,55415,Chennai,403000.0,50000-60000
Jaguar,2018,Jaguar F-Pace,Diesel,Pure 2.0 AWD,1,52000,Chennai,4950000.0,50000-60000
Honda,2015,Honda Jazz,Petrol,1.2 VX i VTEC,1,48579,Chennai,517000.0,40000-50000
Hyundai,2016,Hyundai Xcent,Petrol,1.2 Kappa S,2,59532,Chennai,449000.0,50000-60000
Mahindra,2018,Mahindra TUV 300,Diesel,T8,2,106338,Chennai,705000.0,100000-110000
Tata,2021,Tata Altroz,Diesel,XZ Plus Diesel BSVI,1,40629,Chennai,889000.0,40000-50000
Maruti,2016,Maruti Swift Dzire,Diesel,AMT ZDI,2,73341,Chennai,621000.0,70000-80000
BMW,2011,BMW 3 Series,Diesel,320d,2,39001,Chennai,1400000.0,30000-40000
Honda,2014,Honda City,Petrol,VX MT,1,81532,Chennai,630000.0,80000-90000
Honda,2015,Honda City,Petrol,SV MT,1,108818,Chennai,530000.0,100000-110000
Maruti,2017,Maruti Baleno,Petrol,Alpha,1,35419,Chennai,678000.0,30000-40000
Mercedes-Benz,2011,Mercedes-Benz C-Class,Diesel,C 250 CDI Avantgarde,2,80000,Chennai,1200000.0,80000-90000
Renault,2014,Renault Fluence,Diesel,E2 D,2,100000,Chennai,524000.0,100000-110000
Audi,2014,Audi A4,Diesel,35 TDI Premium,1,12000,Chennai,2150000.0,10000-20000
Hyundai,2011,Hyundai Verna,Diesel,1.6 SX CRDi (O),1,70001,Chennai,675000.0,70000-80000
Hyundai,2014,Hyundai Xcent,Diesel,1.1 CRDi S Option,1,61331,Chennai,470000.0,60000-70000
Honda,2014,Honda Amaze,Diesel,EX i-Dtech,1,51438,Chennai,530000.0,50000-60000
Hyundai,2019,Hyundai Santro,Petrol,Magna BSIV,1,67988,Chennai,463000.0,60000-70000
Honda,2019,Honda Jazz,Petrol,VX CVT,2,36032,Chennai,727000.0,30000-40000
Maruti,2016,Maruti Swift Dzire,Petrol,VXI,1,88584,Chennai,547000.0,80000-90000
Maruti,2012,Maruti Ritz,Diesel,VDi,2,97419,Chennai,307000.0,90000-100000
BMW,2019,BMW X3,Petrol,xDrive 30i Luxury Line,1,70000,Chennai,4800000.0,70000-80000
Ford,2015,Ford Ecosport,Diesel,1.5 DV5 MT Titanium Optional,2,106498,Chennai,529000.0,100000-110000
BMW,2019,BMW X3,Petrol,xDrive 30i Luxury Line,1,70000,Chennai,4800000.0,70000-80000
Maruti,2016,Maruti Swift,Diesel,VDI BSIV,2,68177,Chennai,624000.0,60000-70000
Skoda,2022,Skoda Slavia,Petrol,1.5 TSI Style BSVI,1,27524,Chennai,1816000.0,20000-30000
Maruti,2017,Maruti SX4 S Cross,Diesel,DDiS 200 Zeta,1,75471,Chennai,850000.0,70000-80000
Honda,2021,Honda Amaze,Petrol,S,1,8000,Chennai,745000.0,0-10000
Kia,2022,Kia Carens,Petrol,Luxury Plus iMT 6 STR BSVI,1,13200,Chennai,1689999.9999999998,10000-20000
Hyundai,2021,Hyundai Creta,Petrol,EX BSVI,1,20000,Chennai,1150000.0,20000-30000
Citroen,2022,Citroen C5 Aircross,Diesel,Feel DualTone,1,20000,Chennai,3000000.0,20000-30000
Maruti,2017,Maruti Alto K10,Petrol,VXI,1,60730,Chennai,310000.0,60000-70000
Maruti,2016,Maruti Swift Dzire,Petrol,LXI,2,44494,Chennai,495000.0,40000-50000
Maruti,2017,Maruti Ertiga,Petrol,BSIV VXI,1,20000,Chennai,800000.0,20000-30000
Tata,2019,Tata Nexon,Diesel,1.5 Revotorq XMA,1,45673,Chennai,825000.0,40000-50000
Toyota,2020,Toyota Fortuner,Diesel,2.8 2WD MT BSIV,1,26000,Chennai,3575000.0,20000-30000
Hyundai,2017,Hyundai Verna,Petrol,1.6 SX VTVT,1,51878,Chennai,774000.0,50000-60000
Nissan,2017,Nissan Micra,Petrol,XV CVT,1,56747,Chennai,525000.0,50000-60000
Maruti,2018,Maruti Swift,Petrol,VXI Optional,1,38000,Chennai,600000.0,30000-40000
Hyundai,2016,Hyundai i20,Petrol,Asta Option 1.2,2,76457,Chennai,582000.0,70000-80000
Honda,2017,Honda Jazz,Petrol,1.2 VX i VTEC,2,78880,Chennai,551000.0,70000-80000
Maruti,2015,Maruti Swift Dzire,Petrol,ZXI,1,19593,Chennai,525000.0,10000-20000
Hyundai,2016,Hyundai i20,Petrol,Asta Option 1.2,1,84429,Chennai,583000.0,80000-90000
Hyundai,2021,Hyundai i20,Diesel,Magna Diesel,1,27599,Chennai,825000.0,20000-30000
Renault,2020,Renault Triber,Petrol,RXZ,1,76898,Chennai,670000.0,70000-80000
Maruti,2017,Maruti Swift Dzire,Petrol,VXI,1,32199,Chennai,590000.0,30000-40000
Tata,2016,Tata Tiago,Petrol,1.2 Revotron XZ,1,85607,Chennai,400000.0,80000-90000
Maruti,2019,Maruti Baleno,Petrol,1.2 Alpha,1,30000,Chennai,700000.0,30000-40000
Mahindra,2017,Mahindra TUV 300,Diesel,mHAWK100 T8,1,80000,Chennai,700000.0,80000-90000
Honda,2016,Honda Jazz,Petrol,1.2 V AT i VTEC,1,45429,Chennai,595000.0,40000-50000
Renault,2019,Renault KWID,Petrol,RXL,1,9000,Chennai,460000.0,0-10000
Maruti,2019,Maruti Alto 800,Petrol,VXI BSIV,1,31000,Chennai,395000.0,30000-40000
Volkswagen,2013,Volkswagen Polo,Diesel,1.5 TDI Comfortline,1,81488,Chennai,435000.0,80000-90000
Volkswagen,2019,Volkswagen Polo,Petrol,Cup Edition Comfortline,1,94439,Chennai,666000.0,90000-100000
Maruti,2013,Maruti Swift,Petrol,VXI,3,98481,Chennai,380000.0,90000-100000
Maruti,2018,Maruti Baleno,Petrol,1.2 Alpha,1,20000,Chennai,700000.0,20000-30000
Volkswagen,2016,Volkswagen Vento,Diesel,1.5 TDI Highline AT,2,100894,Chennai,692000.0,100000-110000
Maruti,2016,Maruti Swift,Diesel,VDI BSIV,1,86215,Chennai,590000.0,80000-90000
Volkswagen,2017,Volkswagen Polo,Petrol,1.2 MPI Highline,2,98115,Chennai,520000.0,90000-100000
Maruti,2019,Maruti Swift Dzire,Petrol,ZXi,1,47125,Chennai,695000.0,40000-50000
Maruti,2022,Maruti Wagon R,Petrol,ZXI Plus Dual Tone BSVI,1,4453,Chennai,607000.0,0-10000
Tata,2022,Tata Punch,Petrol,Adventure BSVI,1,9991,Chennai,688000.0,0-10000
Maruti,2021,Maruti Wagon R,Petrol,VXI,1,4564,Chennai,660000.0,0-10000
Ford,2012,Ford Figo,Diesel,Diesel Titanium,1,108713,Chennai,250000.0,100000-110000
Honda,2021,Honda City,Petrol,VX MT,1,13000,Chennai,1245000.0,10000-20000
Honda,2017,Honda WR-V,Petrol,i-VTEC S,2,55450,Chennai,575000.0,50000-60000
Hyundai,2016,Hyundai Creta,Petrol,1.6 VTVT SX Plus,1,49000,Chennai,844999.9999999999,40000-50000
Hyundai,2015,Hyundai Xcent,Petrol,1.2 VTVT S,1,86694,Chennai,405000.0,80000-90000
Honda,2019,Honda City,Petrol,V MT,1,25284,Chennai,925000.0,20000-30000
Toyota,2021,Toyota Glanza,Petrol,G,1,30000,Chennai,750000.0,30000-40000
BMW,2015,BMW 3 Series,Diesel,320d Sport Line,2,109000,Chennai,1300000.0,100000-110000
Kia,2022,Kia Carens,Petrol,Luxury Plus Turbo 6 STR 2022-2023,1,4605,Chennai,1714000.0,0-10000
Kia,2020,Kia Sonet,Petrol,HTX Turbo iMT BSVI,1,49218,Chennai,928000.0,40000-50000
Honda,2021,Honda City,Petrol,V MT,1,45568,Chennai,950000.0,40000-50000
Tata,2022,Tata Punch,Petrol,Adventure BSVI,1,36035,Chennai,702000.0,30000-40000
Mahindra,2020,Mahindra XUV300,Diesel,W4 Diesel BSVI,1,45242,Chennai,844999.9999999999,40000-50000
Land Rover,2018,Land Rover Discovery Sport,Diesel,SD4 HSE Luxury 7S,2,38000,Chennai,3475000.0,30000-40000
Tata,2019,Tata Tiago,Petrol,XZA,1,52979,Chennai,513000.0,50000-60000
Honda,2015,Honda Amaze,Diesel,VX Diesel,2,67130,Chennai,570000.0,60000-70000
Honda,2018,Honda BR-V,Petrol,i-VTEC VX MT,1,19595,Chennai,851000.0,10000-20000
Mahindra,2022,Mahindra Scorpio N,Diesel,Z8L Diesel 4x4 BSVI,1,23183,Chennai,2350000.0,20000-30000
BMW,2022,BMW 3 Series Gran Limousine,Diesel,320Ld Luxury Line,1,15000,Chennai,5790000.0,10000-20000
Maruti,2014,Maruti Celerio,Petrol,VXI,1,67558,Chennai,370000.0,60000-70000
Hyundai,2021,Hyundai Alcazar,Petrol,Signature Dual Tone,1,40000,Chennai,1900000.0,40000-50000
Volkswagen,2014,Volkswagen Polo,Petrol,1.2 MPI Highline,1,55664,Chennai,460000.0,50000-60000
Volkswagen,2014,Volkswagen Polo,Petrol,1.2 MPI Highline,1,55664,Chennai,460000.0,50000-60000
Hyundai,2013,Hyundai i20,Diesel,Magna 1.4 CRDi,1,109324,Chennai,365000.0,100000-110000
Renault,2016,Renault Duster,Diesel,110PS Diesel RxZ AWD,1,72000,Chennai,790000.0,70000-80000
Maruti,2013,Maruti Swift,Diesel,VDI,1,86630,Chennai,450000.0,80000-90000
Maruti,2014,Maruti Wagon R,Petrol,VXI BS IV,1,82476,Chennai,370000.0,80000-90000
Hyundai,2019,Hyundai Grand i10 Nios,Petrol,AMT Sportz,2,27749,Chennai,665000.0,20000-30000
Hyundai,2020,Hyundai Venue,Petrol,SX Plus Turbo DCT DT,1,21609,Chennai,1036000.0,20000-30000
Honda,2019,Honda City,Petrol,VTEC,1,89609,Chennai,875000.0,80000-90000
Ford,2019,Ford Freestyle,Diesel,Ambiente Diesel,2,83556,Chennai,539000.0,80000-90000
Tata,2022,Tata Punch,Petrol,Creative Kaziranga Edition,1,31513,Chennai,847000.0000000001,30000-40000
Honda,2016,Honda City,Petrol,SV MT,1,45939,Chennai,755000.0,40000-50000
Tata,2020,Tata Tiago,Petrol,XE BSVI,1,40531,Chennai,496000.0,40000-50000
Maruti,2020,Maruti Vitara Brezza,Petrol,ZXI Plus AT,1,17663,Chennai,1009000.0,10000-20000
Hyundai,2013,Hyundai Grand i10,Petrol,Sportz,3,77706,Chennai,339000.0,70000-80000
Audi,2016,Audi Q7,Diesel,45 TDI Quattro Premium Plus,1,49000,Chennai,4900000.0,40000-50000
Volvo,2019,Volvo XC 90,Diesel,D5 Inscription,1,60000,Chennai,6800000.0,60000-70000
BMW,2018,BMW 3 Series,Diesel,320d Luxury Line,1,35000,Chennai,3400000.0,30000-40000
Jaguar,2018,Jaguar F-Pace,Diesel,Prestige 2.0 AWD,1,54000,Chennai,5000000.0,50000-60000
Honda,2010,Honda New Accord,Petrol,2.4 MT,1,110000,Chennai,519000.00000000006,110000-120000
Audi,2012,Audi A4,Diesel,2.0 TDI Premium Sport Limited Edition,1,80000,Chennai,1450000.0,80000-90000
Maruti,2018,Maruti SX4 S Cross,Diesel,DDiS 200 Delta,1,72020,Chennai,825000.0,70000-80000
Toyota,2017,Toyota Innova Crysta,Diesel,2.4 ZX MT BSIV,1,98000,Chennai,1850000.0,90000-100000
