oem,modelYear,model,ft,variantName,ownerNo,km,City,price_cleaned,km_bucket
Honda,2021,Honda Jazz,Petrol,ZX,1,42674,Hyderabad,846000.0000000001,40000-50000
Maruti,2019,Maruti S-Presso,Petrol,VXI Plus 2019-2022,1,44903,Hyderabad,458000.0,40000-50000
Maruti,2013,Maruti Swift,Petrol,VXI,2,72205,Hyderabad,425000.0,70000-80000
Ford,2015,Ford Ecosport,Diesel,1.5 TDCi Titanium BSIV,1,70000,Hyderabad,650000.0,70000-80000
Volkswagen,2019,Volkswagen Polo,Petrol,1.0 MPI Comfortline,2,101306,Hyderabad,584000.0,100000-110000
Maruti,2018,Maruti Swift,Petrol,VXI,1,81028,Hyderabad,619000.0,80000-90000
Honda,2018,Honda WR-V,Diesel,i-DTEC VX,1,80000,Hyderabad,700000.0,80000-90000
Tata,2021,Tata Harrier,Diesel,XTA Plus Dark Edition AT BSVI,1,20000,Hyderabad,2000000.0,20000-30000
Tata,2021,Tata Harrier,Diesel,XTA Plus Dark Edition AT BSVI,1,20000,Hyderabad,2000000.0,20000-30000
Renault,2016,Renault KWID,Petrol,RXT,3,52442,Hyderabad,224000.00000000003,50000-60000
Renault,2014,Renault Duster,Diesel,110PS Diesel RxL,2,90001,Hyderabad,381000.0,90000-100000
Maruti,2014,Maruti Swift,Petrol,VXI,3,87966,Hyderabad,459000.0,80000-90000
Maruti,2019,Maruti Baleno,Petrol,1.2 Delta,1,105614,Hyderabad,631000.0,100000-110000
Honda,2020,Honda City,Petrol,V MT,1,11249,Hyderabad,951000.0,10000-20000
Hyundai,2018,Hyundai Grand i10,Petrol,1.2 Kappa Sportz BSIV,2,39264,Hyderabad,532000.0,30000-40000
Maruti,2017,Maruti Alto 800,Petrol,LXI Optional,1,68359,Hyderabad,301000.0,60000-70000
Hyundai,2010,Hyundai i10,Petrol,Magna 1.1L,1,49500,Hyderabad,245000.00000000003,40000-50000
Volkswagen,2021,Volkswagen Polo,Petrol,GT 1.0 TSI,2,51466,Hyderabad,978000.0,50000-60000
Volkswagen,2013,Volkswagen Vento,Diesel,Diesel Highline,2,99929,Hyderabad,315000.0,90000-100000
Maruti,2013,Maruti Wagon R,Petrol,VXI BS IV,1,64628,Hyderabad,345000.0,60000-70000
Maruti,2018,Maruti Ignis,Petrol,Alpha AMT BSVI,1,79151,Hyderabad,574000.0,70000-80000
Maruti,2017,Maruti Celerio,Petrol,ZXI,1,78131,Hyderabad,405000.0,70000-80000
Maruti,2017,Maruti Vitara Brezza,Diesel,ZDi Plus Dual Tone,1,103256,Hyderabad,827999.9999999999,100000-110000
Maruti,2021,Maruti Vitara Brezza,Petrol,VXI,1,45794,Hyderabad,779000.0,40000-50000
Honda,2016,Honda Mobilio,Diesel,V i-DTEC,1,60000,Hyderabad,600000.0,60000-70000
Maruti,2022,Maruti Swift Dzire,Petrol,VXI BSVI,1,20000,Hyderabad,785000.0,20000-30000
Honda,2016,Honda Mobilio,Diesel,V i-DTEC,1,60000,Hyderabad,600000.0,60000-70000
Chevrolet,2015,Chevrolet Sail,Petrol,1.2 LS ABS,2,80000,Hyderabad,230000.0,80000-90000
Ford,2015,Ford Ecosport,Petrol,1.5 Ti VCT AT Titanium,1,60000,Hyderabad,630000.0,60000-70000
Hyundai,2010,Hyundai i20,Petrol,Sportz Petrol,2,60000,Hyderabad,260000.0,60000-70000
Hyundai,2016,Hyundai i20,Petrol,Sportz 1.2,3,67407,Hyderabad,585000.0,60000-70000
Maruti,2019,Maruti S-Presso,Petrol,VXI Plus 2019-2022,2,58713,Hyderabad,442000.0,50000-60000
Volkswagen,2016,Volkswagen Jetta,Diesel,2.0L TDI Highline AT,1,90000,Hyderabad,1000000.0,90000-100000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,Magna,1,33798,Hyderabad,618000.0,30000-40000
Hyundai,2016,Hyundai Grand i10,Petrol,Sportz,1,33190,Hyderabad,490000.00000000006,30000-40000
Maruti,2020,Maruti Swift,Petrol,VXI,1,30000,Hyderabad,585000.0,30000-40000
Hyundai,2016,Hyundai i20,Petrol,Sportz 1.2,2,56346,Hyderabad,588000.0,50000-60000
Maruti,2017,Maruti Ciaz,Diesel,1.3 Alpha,1,80000,Hyderabad,850000.0,80000-90000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Alpha,2,59512,Hyderabad,704000.0,50000-60000
Maruti,2017,Maruti Ignis,Diesel,1.3 AMT Zeta,2,81342,Hyderabad,583000.0,80000-90000
Jeep,2018,Jeep Compass,Diesel,2.0 Longitude Option BSIV,1,40000,Hyderabad,1500000.0,40000-50000
Hyundai,2022,Hyundai i20 N Line,Petrol,N8 DCT Dual Tone BSVI,1,10000,Hyderabad,1150000.0,10000-20000
Ford,2015,Ford Ecosport,Petrol,1.5 Ti VCT AT Titanium,1,60000,Hyderabad,630000.0,60000-70000
Maruti,2017,Maruti Swift Dzire,Diesel,VDI Optional,1,110000,Hyderabad,650000.0,110000-120000
Mahindra,2020,Mahindra Bolero Pik Up Extra Long,Diesel,FB 1.7T,1,20000,Hyderabad,850000.0,20000-30000
Honda,2017,Honda WR-V,Diesel,i-DTEC VX,1,30000,Hyderabad,720000.0,30000-40000
Maruti,2018,Maruti Alto K10,Petrol,VXI,1,44478,Hyderabad,350000.0,40000-50000
Hyundai,2020,Hyundai Grand i10 Nios,Petrol,Sportz,2,29765,Hyderabad,646000.0,20000-30000
Tata,2021,Tata Harrier,Diesel,XZA Plus AT BSVI,1,30000,Hyderabad,2300000.0,30000-40000
Maruti,2017,Maruti Baleno,Petrol,1.2 Delta,1,83688,Hyderabad,570000.0,80000-90000
Hyundai,2018,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option AT,2,52704,Hyderabad,586000.0,50000-60000
Jeep,2017,Jeep Compass,Diesel,2.0 Sport,2,40000,Hyderabad,1250000.0,40000-50000
Maruti,2019,Maruti Ignis,Petrol,1.2 Delta BSIV,2,51278,Hyderabad,504000.0,50000-60000
Ford,2013,Ford Ecosport,Diesel,1.5 DV5 MT Titanium,1,110000,Hyderabad,450000.0,110000-120000
Maruti,2015,Maruti Wagon R,Petrol,VXI BS IV,1,89218,Hyderabad,336000.0,80000-90000
Maruti,2018,Maruti Swift Dzire,Diesel,AMT ZDI Plus,1,88900,Hyderabad,798000.0,80000-90000
Renault,2018,Renault KWID,Petrol,1.0 RXT Optional,1,96639,Hyderabad,362000.0,90000-100000
Honda,2019,Honda Amaze,Petrol,VX Petrol BSIV,1,19100,Hyderabad,750000.0,10000-20000
Maruti,2021,Maruti XL6,Petrol,Zeta,2,70000,Hyderabad,1030000.0,70000-80000
Tata,2021,Tata Tiago,Petrol,XT BSVI,2,10000,Hyderabad,700000.0,10000-20000
Hyundai,2014,Hyundai Grand i10,Diesel,CRDi Asta,3,100000,Hyderabad,395000.0,100000-110000
Skoda,2019,Skoda Rapid,Petrol,1.6 MPI Style BSIV,1,50000,Hyderabad,830000.0000000001,50000-60000
Hyundai,2019,Hyundai Santro,Petrol,Asta BSIV,1,57435,Hyderabad,485000.0,50000-60000
Hyundai,2019,Hyundai Santro,Petrol,Asta BSIV,2,24978,Hyderabad,495000.0,20000-30000
Hyundai,2016,Hyundai Xcent,Petrol,1.2 Kappa S AT,1,73322,Hyderabad,450000.0,70000-80000
Honda,2014,Honda Brio,Petrol,S MT,2,47784,Hyderabad,397000.0,40000-50000
Toyota,2020,Toyota Glanza,Petrol,G CVT,1,80643,Hyderabad,716000.0,80000-90000
Skoda,2019,Skoda Rapid,Petrol,1.6 MPI Style BSIV,1,48683,Hyderabad,830000.0000000001,40000-50000
Maruti,2016,Maruti Wagon R Stingray,Petrol,VXI,1,87908,Hyderabad,380000.0,80000-90000
Maruti,2016,Maruti Celerio,Petrol,ZXI AT Optional,1,61822,Hyderabad,460000.0,60000-70000
Maruti,2021,Maruti Alto 800,Petrol,VXI BSVI,1,23748,Hyderabad,410000.0,20000-30000
Maruti,2016,Maruti Wagon R,Petrol,AMT VXI Option,1,84484,Hyderabad,408000.0,80000-90000
Renault,2018,Renault KWID,Petrol,1.0 AMT RXT,1,10000,Hyderabad,400000.0,10000-20000
Renault,2018,Renault KWID,Petrol,1.0 AMT RXT,1,10000,Hyderabad,400000.0,10000-20000
Mercedes-Benz,2014,Mercedes-Benz B Class,Petrol,B180 Sports,1,60000,Hyderabad,1100000.0,60000-70000
Hyundai,2011,Hyundai i20,Petrol,1.2 Sportz,2,70000,Hyderabad,310000.0,70000-80000
Maruti,2018,Maruti Swift,Petrol,AMT ZXI Plus,2,50000,Hyderabad,650000.0,50000-60000
Tata,2015,Tata Bolt,Diesel,Quadrajet XE,1,100000,Hyderabad,350000.0,100000-110000
Tata,2018,Tata Nexon,Petrol,1.2 Revotron XZ Plus,2,40000,Hyderabad,750000.0,40000-50000
Maruti,2014,Maruti Alto 800,Petrol,LXI,1,70145,Hyderabad,255000.0,70000-80000
Honda,2021,Honda WR-V,Petrol,SV,1,70226,Hyderabad,836000.0,70000-80000
Tata,2021,Tata Nexon,Petrol,XZA Plus DT Roof (O) AMT,1,30000,Hyderabad,1175000.0,30000-40000
Maruti,2015,Maruti Wagon R,Petrol,VXI BS IV,2,67993,Hyderabad,363000.0,60000-70000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Alpha,2,73224,Hyderabad,729000.0,70000-80000
Honda,2017,Honda City,Petrol,i VTEC VX,2,75199,Hyderabad,773000.0,70000-80000
Jeep,2018,Jeep Compass,Diesel,2.0 Longitude Option BSIV,1,40000,Hyderabad,1450000.0,40000-50000
Maruti,2016,Maruti Swift,Petrol,ZXI,1,58671,Hyderabad,590000.0,50000-60000
Maruti,2019,Maruti Swift,Petrol,VXI,1,54187,Hyderabad,582000.0,50000-60000
Mercedes-Benz,2019,Mercedes-Benz E-Class,Diesel,Exclusive E 220 d BSIV,1,43000,Hyderabad,4850000.0,40000-50000
Hyundai,2014,Hyundai i20,Petrol,Asta 1.2,2,63457,Hyderabad,552000.0,60000-70000
Mahindra Ssangyong,2014,Mahindra Ssangyong Rexton,Diesel,RX7,1,110000,Hyderabad,800000.0,110000-120000
Toyota,2021,Toyota Urban cruiser,Petrol,Mid,1,20000,Hyderabad,950000.0,20000-30000
Ford,2020,Ford Ecosport,Petrol,1.5 Petrol Titanium,1,12727,Hyderabad,819999.9999999999,10000-20000
Tata,2017,Tata Hexa,Diesel,XT,2,70000,Hyderabad,1050000.0,70000-80000
Kia,2022,Kia Sonet,Petrol,HTX Plus Turbo iMT BSVI,1,20000,Hyderabad,1300000.0,20000-30000
Datsun,2019,Datsun RediGO,Petrol,S,2,58547,Hyderabad,341000.0,50000-60000
Hyundai,2018,Hyundai i20 Active,Petrol,1.2 SX Dual Tone,1,70784,Hyderabad,708000.0,70000-80000
Jaguar,2018,Jaguar F-Pace,Diesel,Prestige 2.0 AWD,2,80000,Hyderabad,3600000.0,80000-90000
Maruti,2014,Maruti Ritz,Petrol,ZXi,2,94681,Hyderabad,367000.0,90000-100000
Mahindra,2013,Mahindra Thar,Diesel,CRDe AC,2,37421,Hyderabad,522000.0,30000-40000
Mahindra,2021,Mahindra Thar,Petrol,LX 4-Str Hard Top AT BSVI,1,40000,Hyderabad,1500000.0,40000-50000
Skoda,2016,Skoda Rapid,Diesel,1.5 TDI Style BSIV,1,100456,Hyderabad,765000.0,100000-110000
Maruti,2013,Maruti Swift,Petrol,VXI,2,95036,Hyderabad,425000.0,90000-100000
Hyundai,2015,Hyundai EON,Petrol,D Lite Plus,2,96632,Hyderabad,260000.0,90000-100000
Maruti,2015,Maruti Alto 800,Petrol,LXI,1,60976,Hyderabad,257000.0,60000-70000
Volvo,2016,Volvo XC60,Diesel,D4 Momentum,1,103000,Hyderabad,1625000.0,100000-110000
Jeep,2019,Jeep Compass,Petrol,1.4 Sport Plus BSIV,1,9800,Hyderabad,1650000.0,0-10000
Audi,2010,Audi Q5,Petrol,2.0 TFSI Quattro,1,92000,Hyderabad,1150000.0,90000-100000
Honda,2014,Honda Mobilio,Petrol,E i-VTEC,1,59000,Hyderabad,499000.0,50000-60000
Chevrolet,2013,Chevrolet Sail,Diesel,1.3 LS,1,93000,Hyderabad,315000.0,90000-100000
Tata,2022,Tata Punch,Petrol,Creative AMT DT BSVI,1,10000,Hyderabad,980000.0,10000-20000
Maruti,2017,Maruti Vitara Brezza,Diesel,ZDi,2,70451,Hyderabad,821000.0000000001,70000-80000
Maruti,2018,Maruti Swift,Petrol,VXI AMT,2,73838,Hyderabad,568000.0,70000-80000
Hyundai,2022,Hyundai Alcazar,Petrol,Signature AT,1,20000,Hyderabad,2100000.0,20000-30000
Renault,2020,Renault KWID,Petrol,RXT,1,22726,Hyderabad,446000.0,20000-30000
Maruti,2017,Maruti Ignis,Diesel,1.3 AMT Zeta,2,98700,Hyderabad,555000.0,90000-100000
MG,2022,MG Astor,Petrol,Savvy Turbo AT BSVI,1,20000,Hyderabad,1850000.0,20000-30000
Maruti,2018,Maruti Baleno,Diesel,1.3 Sigma,2,97909,Hyderabad,559000.0,90000-100000
Ford,2020,Ford Ecosport,Diesel,1.5 Diesel Titanium,1,30000,Hyderabad,1050000.0,30000-40000
Hyundai,2013,Hyundai Grand i10,Petrol,Sportz,2,77945,Hyderabad,412000.0,70000-80000
Maruti,2017,Maruti Swift Dzire,Petrol,VXI 1.2,1,86017,Hyderabad,615000.0,80000-90000
Hyundai,2021,Hyundai Creta,Diesel,SX Opt Diesel BSVI,1,20000,Hyderabad,1810000.0,20000-30000
Maruti,2017,Maruti Wagon R,Petrol,VXI BS IV,1,83596,Hyderabad,390000.0,80000-90000
Ford,2019,Ford Freestyle,Petrol,Titanium Plus Petrol BSIV,1,40000,Hyderabad,560000.0,40000-50000
Maruti,2022,Maruti Swift Dzire,Petrol,VXI BSVI,1,50000,Hyderabad,750000.0,50000-60000
Mahindra,2022,Mahindra XUV300,Petrol,W8 BSVI,1,10000,Hyderabad,1320000.0,10000-20000
Ford,2015,Ford Figo,Diesel,1.5D Base MT,1,100000,Hyderabad,220000.00000000003,100000-110000
Maruti,2018,Maruti SX4 S Cross,Diesel,Zeta DDiS 200 SH,1,79464,Hyderabad,850000.0,70000-80000
Maruti,2016,Maruti Swift Dzire,Petrol,VXI,1,87113,Hyderabad,523000.00000000006,80000-90000
Maruti,2015,Maruti Swift Dzire,Petrol,ZXI,1,52315,Hyderabad,583000.0,50000-60000
MG,2020,MG Hector Plus,Petrol,Sharp DCT,1,10000,Hyderabad,1750000.0,10000-20000
Hyundai,2015,Hyundai Grand i10,Petrol,Asta,2,60817,Hyderabad,451000.0,60000-70000
Hyundai,2018,Hyundai Xcent,Diesel,1.2 CRDi SX Option,2,55797,Hyderabad,668000.0,50000-60000
Maruti,2017,Maruti Vitara Brezza,Diesel,ZDi,1,64285,Hyderabad,824000.0,60000-70000
Maruti,2016,Maruti Swift Dzire,Diesel,AMT ZDI,1,85948,Hyderabad,622000.0,80000-90000
Honda,2013,Honda City,Petrol,S,3,105746,Hyderabad,425000.0,100000-110000
Honda,2015,Honda Mobilio,Petrol,S i-VTEC,1,100000,Hyderabad,450000.0,100000-110000
Volkswagen,2020,Volkswagen Vento,Petrol,1.0 TSI Highline Plus,1,45949,Hyderabad,1020000.0,40000-50000
Audi,2012,Audi A6,Diesel,2.0 TDI Premium Plus,1,83000,Hyderabad,1499000.0,80000-90000
Hyundai,2018,Hyundai i20 Active,Diesel,S Diesel,1,75000,Hyderabad,799000.0,70000-80000
Maruti,2013,Maruti Swift,Diesel,VDI,1,71000,Hyderabad,390000.0,70000-80000
Hyundai,2015,Hyundai Verna,Petrol,1.6 SX VTVT,1,84000,Hyderabad,580000.0,80000-90000
Maruti,2018,Maruti Celerio,Petrol,ZXI Optional MT BSIV,1,110000,Hyderabad,380000.0,110000-120000
Hyundai,2011,Hyundai i10,Petrol,Magna,1,48659,Hyderabad,264000.0,40000-50000
Hyundai,2019,Hyundai Santro,Petrol,Sportz AMT BSIV,1,26970,Hyderabad,531000.0,20000-30000
Tata,2022,Tata Nexon,Diesel,XM Diesel BSVI,1,29766,Hyderabad,1024000.0,20000-30000
Renault,2022,Renault KWID,Petrol,CLIMBER BSVI,1,6580,Hyderabad,552000.0,0-10000
BMW,2011,BMW X1,Diesel,sDrive20d,2,80000,Hyderabad,950000.0,80000-90000
Maruti,2012,Maruti Swift,Petrol,VXI,2,98910,Hyderabad,382000.0,90000-100000
BMW,2011,BMW X1,Diesel,sDrive20d,2,80000,Hyderabad,950000.0,80000-90000
Maruti,2017,Maruti Ciaz,Petrol,1.4 AT Delta,1,48247,Hyderabad,715000.0,40000-50000
Honda,2016,Honda Brio,Petrol,S MT,2,54515,Hyderabad,382000.0,50000-60000
Maruti,2018,Maruti Vitara Brezza,Diesel,VDi,2,10000,Hyderabad,860000.0,10000-20000
Maruti,2017,Maruti Baleno,Petrol,1.2 Alpha,1,80546,Hyderabad,635000.0,80000-90000
Tata,2022,Tata Punch,Petrol,Creative BSVI,1,20000,Hyderabad,850000.0,20000-30000
Skoda,2022,Skoda Slavia,Petrol,1.0 TSI Style AT BSVI,1,10000,Hyderabad,1700000.0,10000-20000
Tata,2012,Tata Manza,Petrol,Aura (ABS) Safire BS IV,3,110000,Hyderabad,170000.0,110000-120000
Mahindra,2012,Mahindra Scorpio,Diesel,LX 2WD 7S,2,20000,Hyderabad,400000.0,20000-30000
Mahindra,2012,Mahindra Scorpio,Diesel,LX 2WD 7S,2,20000,Hyderabad,400000.0,20000-30000
Hyundai,2014,Hyundai i10,Petrol,Sportz 1.1L,1,87773,Hyderabad,327000.0,80000-90000
Honda,2018,Honda Amaze,Petrol,S Petrol BSIV,1,81854,Hyderabad,627000.0,80000-90000
Maruti,2012,Maruti Swift,Diesel,VDI,1,110000,Hyderabad,350000.0,110000-120000
Tata,2021,Tata Nexon,Petrol,XZ Plus BSVI,1,33090,Hyderabad,993000.0,30000-40000
Maruti,2016,Maruti Ciaz,Petrol,VXi Plus,2,76071,Hyderabad,550000.0,70000-80000
Renault,2016,Renault KWID,Petrol,RXT,3,60000,Hyderabad,250000.0,60000-70000
Tata,2021,Tata New Safari,Diesel,XZA Plus 6 Str AT BSVI,1,96529,Hyderabad,1924000.0,90000-100000
Volkswagen,2011,Volkswagen Vento,Diesel,Diesel Highline,2,110000,Hyderabad,270000.0,110000-120000
Ford,2017,Ford Ecosport,Diesel,1.5 TDCi Titanium BSIV,3,89576,Hyderabad,669000.0,80000-90000
Hyundai,2020,Hyundai Verna,Diesel,SX Opt Diesel,1,88178,Hyderabad,1321000.0,80000-90000
Maruti,2013,Maruti Ertiga,Diesel,VDI,2,70000,Hyderabad,650000.0,70000-80000
Honda,2021,Honda Amaze,Petrol,S BSVI,1,16925,Hyderabad,706000.0,10000-20000
Maruti,2013,Maruti Alto 800,Petrol,LXI,1,12000,Hyderabad,245000.00000000003,10000-20000
BMW,2018,BMW X3,Diesel,xDrive 20d Luxury Line,1,20000,Hyderabad,5500000.0,20000-30000
Mahindra,2013,Mahindra XUV500,Diesel,W8 2WD,1,60000,Hyderabad,700000.0,60000-70000
Mahindra,2013,Mahindra XUV500,Diesel,W8 2WD,1,60000,Hyderabad,700000.0,60000-70000
Jaguar,2014,Jaguar XF,Diesel,3.0 Litre S Premium Luxury,1,50000,Hyderabad,2000000.0,50000-60000
Tata,2019,Tata Nexon,Diesel,1.5 Revotorq XMA,2,50000,Hyderabad,850000.0,50000-60000
Toyota,2015,Toyota Innova,Diesel,2.5 ZX Diesel 7 Seater,1,100000,Hyderabad,1500000.0,100000-110000
Maruti,2012,Maruti Swift,Petrol,VXI,1,66951,Jaipur,381000.0,60000-70000
Maruti,2016,Maruti Celerio,Petrol,VXI AT,2,80000,Jaipur,320000.0,80000-90000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Magna BSIV,1,44392,Jaipur,420000.0,40000-50000
Maruti,2016,Maruti Wagon R,Petrol,AMT VXI,1,40000,Jaipur,350000.0,40000-50000
Hyundai,2016,Hyundai Xcent,Petrol,1.2 Kappa S Celebration Edition,2,91771,Jaipur,489000.0,90000-100000
Skoda,2011,Skoda Superb,Diesel,Elegance 2.0 TDI CR AT,1,90000,Jaipur,425000.0,90000-100000
BMW,2014,BMW X1,Diesel,sDrive20d,1,58621,Jaipur,1375000.0,50000-60000
Skoda,2011,Skoda Superb,Diesel,Elegance 2.0 TDI CR AT,1,90000,Jaipur,450000.0,90000-100000
Hyundai,2011,Hyundai i10,Petrol,Sportz AT,1,53165,Jaipur,295000.0,50000-60000
BMW,2020,BMW 5 Series,Diesel,520d Luxury Line,1,13500,Jaipur,5890000.0,10000-20000
BMW,2020,BMW 7 Series,Diesel,730Ld DPE Signature,1,44210,Jaipur,10500000.0,40000-50000
Skoda,2017,Skoda Superb,Diesel,LK 2.0 TDI AT,1,63255,Jaipur,1990000.0,60000-70000
Maruti,2015,Maruti Swift Dzire,Diesel,LDI Optional,1,79215,Jaipur,475000.0,70000-80000
Hyundai,2023,Hyundai Creta,Petrol,SX Opt Adventure Edition IVT DT,1,200,Jaipur,2000000.0,0-10000
Mahindra,2019,Mahindra XUV300,Petrol,W8 BSIV,1,40000,Jaipur,900000.0,40000-50000
Tata,2021,Tata Nexon,Petrol,XMA AMT S BSVI,1,40000,Jaipur,950000.0,40000-50000
Tata,2020,Tata Harrier,Diesel,XZ Plus Dark Edition BSVI,1,60000,Jaipur,1900000.0,60000-70000
Volkswagen,2017,Volkswagen Ameo,Petrol,1.2 MPI Highline,1,92721,Jaipur,436000.00000000006,90000-100000
Hyundai,2016,Hyundai Creta,Diesel,1.6 CRDi SX,1,90000,Jaipur,1000000.0,90000-100000
Volkswagen,2012,Volkswagen Polo,Petrol,Petrol Trendline 1.2L,1,34644,Jaipur,252000.0,30000-40000
Maruti,2021,Maruti Baleno,Petrol,Delta,2,23000,Jaipur,685000.0,20000-30000
Honda,2015,Honda City,Petrol,i VTEC SV,1,100000,Jaipur,550000.0,100000-110000
Honda,2018,Honda Amaze,Diesel,V CVT Diesel BSIV,2,95000,Jaipur,699000.0,90000-100000
Maruti,2018,Maruti Swift Dzire,Diesel,ZDI,1,69000,Jaipur,750000.0,60000-70000
Maruti,2018,Maruti Alto 800,Petrol,LXI,1,22000,Jaipur,325000.0,20000-30000
BMW,2012,BMW 5 Series,Diesel,520d Sedan,2,85000,Jaipur,1300000.0,80000-90000
Skoda,2017,Skoda Kodiaq,Diesel,2.0 TDI Style,2,90000,Jaipur,2250000.0,90000-100000
BMW,2017,BMW X5,Diesel,xDrive 30d,1,82243,Jaipur,4600000.0,80000-90000
Hyundai,2013,Hyundai i20,Petrol,Sportz 1.2,2,63000,Jaipur,375000.0,60000-70000
Maruti,2016,Maruti Baleno,Diesel,1.3 Delta,1,77177,Jaipur,560000.0,70000-80000
Volkswagen,2011,Volkswagen Vento,Diesel,Diesel Trendline,1,28368,Jaipur,590000.0,20000-30000
Renault,2022,Renault Kiger,Petrol,RXE,1,40000,Jaipur,555000.0,40000-50000
BMW,2022,BMW X1,Petrol,sDrive20i xLine,1,9690,Jaipur,4200000.0,0-10000
Tata,2011,Tata Nano,Petrol,Lx,2,40000,Jaipur,60000.0,40000-50000
Maruti,2019,Maruti Swift,Petrol,VXI,1,40000,Jaipur,600000.0,40000-50000
Hyundai,2011,Hyundai EON,Petrol,Magna Optional,2,80000,Jaipur,170000.0,80000-90000
Volkswagen,2014,Volkswagen Polo,Diesel,Diesel Comfortline 1.2L,1,62761,Jaipur,343000.0,60000-70000
Maruti,2019,Maruti Wagon R,Petrol,VXI 1.2,1,45075,Jaipur,544000.0,40000-50000
Mahindra,2021,Mahindra XUV300,Petrol,W8 BSVI,1,36882,Jaipur,990000.0,30000-40000
Hyundai,2015,Hyundai Grand i10,Petrol,Asta,1,82030,Jaipur,469000.00000000006,80000-90000
Maruti,2017,Maruti Baleno,Petrol,1.2 CVT Zeta,1,31469,Jaipur,716000.0,30000-40000
Maruti,2022,Maruti SX4 S Cross,Petrol,Zeta,1,20000,Jaipur,1000000.0,20000-30000
Chevrolet,2010,Chevrolet Spark,Petrol,1.0 LS,3,70000,Jaipur,150000.0,70000-80000
Audi,2014,Audi Q3,Diesel,2.0 TDI,3,90000,Jaipur,1300000.0,90000-100000
Hyundai,2013,Hyundai Verna,Diesel,1.6 SX,2,90000,Jaipur,550000.0,90000-100000
Maruti,2020,Maruti XL6,Petrol,Zeta,1,70000,Jaipur,910000.0,70000-80000
Maruti,2010,Maruti Wagon R,Petrol,LXI Minor,1,80000,Jaipur,225000.0,80000-90000
Hyundai,2018,Hyundai i20,Petrol,Petrol Asta Option,1,43336,Jaipur,725000.0,40000-50000
Honda,2020,Honda City,Petrol,VX CVT,2,40000,Jaipur,1200000.0,40000-50000
Tata,2018,Tata Nexon,Petrol,1.2 Revotron XM,2,90000,Jaipur,721000.0,90000-100000
Honda,2021,Honda Jazz,Petrol,ZX,1,21659,Jaipur,775000.0,20000-30000
Maruti,2017,Maruti Vitara Brezza,Diesel,VDi,1,80000,Jaipur,740000.0,80000-90000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Alpha,1,63662,Jaipur,732000.0,60000-70000
Jaguar,2019,Jaguar XJ,Diesel,3.0L Portfolio,1,82058,Jaipur,5890000.0,80000-90000
Maruti,2019,Maruti SX4 S Cross,Diesel,Delta DDiS 200 SH,1,67847,Jaipur,850000.0,60000-70000
Kia,2020,Kia Seltos,Diesel,GTX Plus Diesel AT,1,59627,Jaipur,1650000.0,50000-60000
Tata,2022,Tata Harrier,Diesel,XZA Dual Tone AT BSVI,1,20000,Jaipur,2150000.0,20000-30000
Mahindra,2013,Mahindra XUV500,Diesel,W8 AWD,1,50000,Jaipur,500000.0,50000-60000
Maruti,2011,Maruti Swift Dzire,Diesel,VDi,2,110000,Jaipur,250000.0,110000-120000
Skoda,2022,Skoda Slavia,Petrol,1.0 TSI Style BSVI,1,20000,Jaipur,1473000.0,20000-30000
Ford,2018,Ford Ecosport,Diesel,1.5 Diesel Titanium Plus,1,76800,Jaipur,750000.0,70000-80000
Maruti,2017,Maruti Baleno,Petrol,1.2 CVT Alpha,1,71711,Jaipur,690000.0,70000-80000
Maruti,2019,Maruti Baleno,Petrol,1.2 Alpha,1,28406,Jaipur,714000.0,20000-30000
Skoda,2020,Skoda Superb,Petrol,LK 1.8 TSI AT,1,50000,Jaipur,2680000.0,50000-60000
Maruti,2019,Maruti Celerio,Petrol,ZXI,1,53615,Jaipur,492000.0,50000-60000
Hyundai,2015,Hyundai Grand i10,Petrol,Asta,2,33959,Jaipur,401000.0,30000-40000
Honda,2016,Honda Jazz,Petrol,1.2 V i VTEC,2,65300,Jaipur,475000.0,60000-70000
Jeep,2020,Jeep Compass,Diesel,2.0 Limited Plus,1,49000,Jaipur,1700000.0,40000-50000
Maruti,2014,Maruti Swift Dzire,Diesel,VDi,2,81000,Jaipur,525000.0,80000-90000
Hyundai,2014,Hyundai EON,Petrol,1.0 Kappa Magna Plus,3,70000,Jaipur,175000.0,70000-80000
Kia,2021,Kia Sonet,Diesel,HTX Plus Diesel BSVI,1,62000,Jaipur,1150000.0,60000-70000
Maruti,2020,Maruti Vitara Brezza,Diesel,ZDi,1,40000,Jaipur,934000.0,40000-50000
Volkswagen,2013,Volkswagen Vento,Diesel,Diesel Highline,1,110000,Jaipur,360000.0,110000-120000
Tata,2019,Tata Nexon,Petrol,1.2 Revotron XM,1,30000,Jaipur,710000.0,30000-40000
Skoda,2019,Skoda Octavia,Petrol,1.8 TSI AT L K,1,41521,Jaipur,2190000.0,40000-50000
Toyota,2016,Toyota Innova,Diesel,2.5 VX (Diesel) 8 Seater,1,80000,Jaipur,1100000.0,80000-90000
Toyota,2019,Toyota Glanza,Petrol,V,1,76000,Jaipur,625000.0,70000-80000
