oem,modelYear,model,ft,ownerNo,City,price_cleaned,km_bucket
Toyota,2016,Toyota Fortuner,Diesel,1,Kolkata,1639999.9999999998,90000-100000
Land Rover,2012,Land Rover Freelander 2,Diesel,2,Kolkata,950000.0,80000-90000
Toyota,2014,Toyota Fortuner,Diesel,2,Kolkata,1299000.0,70000-80000
Mercedes-Benz,2018,Mercedes-Benz E-Class,Diesel,1,Kolkata,3950000.0,30000-40000
Toyota,2011,Toyota Etios Liva,Diesel,3,Kolkata,250000.0,60000-70000
Honda,2016,Honda Jazz,Petrol,1,Kolkata,373000.0,80000-90000
Honda,2010,Honda CR-V,Petrol,2,Kolkata,415000.00000000006,50000-60000
Toyota,2021,Toyota Innova Crysta,Diesel,1,Kolkata,2200000.0,20000-30000
Maruti,2022,Maruti Celerio,Petrol,1,Kolkata,517000.0,10000-20000
Maruti,2020,Maruti Celerio,Petrol,1,Kolkata,456000.0,0-10000
Mahindra,2020,Mahindra Marazzo,Diesel,1,Kolkata,1250000.0,20000-30000
Hyundai,2013,Hyundai i20,Petrol,1,Kolkata,311000.0,20000-30000
Maruti,2020,Maruti Alto 800,Petrol,1,Kolkata,305000.0,0-10000
Maruti,2019,Maruti Swift,Petrol,1,Kolkata,583000.0,10000-20000
Renault,2018,Renault KWID,Petrol,1,Kolkata,250000.0,30000-40000
Ford,2016,Ford Ecosport,Petrol,1,Kolkata,430000.0,20000-30000
Chevrolet,2010,Chevrolet Beat,Petrol,1,Kolkata,150000.0,30000-40000
Tata,2022,Tata Nexon,Petrol,1,Kolkata,650000.0,20000-30000
Hyundai,2014,Hyundai Grand i10,Petrol,1,Kolkata,330000.0,30000-40000
Audi,2015,Audi A4,Petrol,1,Kolkata,1499000.0,10000-20000
Honda,2021,Honda Amaze,Petrol,1,Kolkata,675000.0,10000-20000
Maruti,2018,Maruti Vitara Brezza,Diesel,1,Kolkata,775000.0,30000-40000
Maruti,2012,Maruti Swift,Diesel,1,Kolkata,280000.0,30000-40000
Maruti,2020,Maruti Swift Dzire,Petrol,1,Kolkata,588000.0,30000-40000
Maruti,2019,Maruti Alto 800,Petrol,1,Kolkata,329000.0,10000-20000
Renault,2021,Renault KWID,Petrol,1,Kolkata,460000.0,10000-20000
Maruti,2016,Maruti Swift,Petrol,1,Kolkata,380000.0,30000-40000
Hyundai,2015,Hyundai EON,Petrol,1,Kolkata,235000.0,30000-40000
Hyundai,2015,Hyundai i10,Petrol,2,Kolkata,309000.0,40000-50000
Maruti,2019,Maruti Baleno,Petrol,1,Kolkata,670000.0,0-10000
Maruti,2017,Maruti Alto 800,Petrol,1,Kolkata,269000.0,20000-30000
Maruti,2014,Maruti Alto 800,Petrol,1,Kolkata,248000.0,10000-20000
Mahindra,2016,Mahindra KUV 100,Diesel,1,Kolkata,300000.0,70000-80000
Honda,2015,Honda City,Petrol,1,Kolkata,460000.0,50000-60000
Mahindra,2020,Mahindra XUV500,Diesel,1,Kolkata,1075000.0,30000-40000
Maruti,2018,Maruti Baleno,Petrol,1,Kolkata,570000.0,20000-30000
Tata,2021,Tata Nexon,Petrol,1,Kolkata,975000.0,60000-70000
Maruti,2018,Maruti Wagon R,Petrol,1,Kolkata,330000.0,40000-50000
Hyundai,2013,Hyundai EON,Petrol,1,Kolkata,220000.00000000003,10000-20000
Maruti,2018,Maruti Swift,Petrol,1,Kolkata,495000.0,40000-50000
Mahindra,2017,Mahindra Scorpio,Diesel,2,Kolkata,890000.0,70000-80000
Mercedes-Benz,2020,Mercedes-Benz C-Class,Diesel,1,Kolkata,3500000.0,20000-30000
Hyundai,2018,Hyundai EON,Petrol,2,Kolkata,279000.0,40000-50000
Tata,2018,Tata Tiago,Diesel,1,Kolkata,424000.0,30000-40000
Honda,2017,Honda City,Petrol,1,Kolkata,595000.0,40000-50000
Tata,2017,Tata Tiago,Petrol,1,Kolkata,352000.0,50000-60000
Toyota,2012,Toyota Corolla Altis,Petrol,1,Kolkata,481000.0,40000-50000
Mahindra,2022,Mahindra Marazzo,Diesel,1,Kolkata,1090000.0,20000-30000
Volkswagen,2014,Volkswagen Vento,Diesel,1,Kolkata,340000.0,30000-40000
Maruti,2019,Maruti Alto 800,Petrol,1,Kolkata,352000.0,10000-20000
Honda,2014,Honda Amaze,Petrol,1,Kolkata,319000.0,90000-100000
Mahindra,2017,Mahindra Scorpio,Diesel,1,Kolkata,1075000.0,90000-100000
Jeep,2018,Jeep Compass,Diesel,1,Kolkata,1200000.0,50000-60000
Maruti,2010,Maruti Ritz,Petrol,3,Kolkata,160000.0,60000-70000
Maruti,2010,Maruti Estilo,Petrol,2,Kolkata,120000.0,70000-80000
MG,2020,MG Hector,Petrol,2,Kolkata,1499000.0,30000-40000
Hyundai,2018,Hyundai Creta,Diesel,1,Kolkata,999000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Diesel,1,Kolkata,2500000.0,30000-40000
Hyundai,2010,Hyundai i10,Petrol,1,Kolkata,196000.0,100000-110000
Toyota,2018,Toyota Yaris,Petrol,2,Kolkata,683000.0,20000-30000
Maruti,2017,Maruti Swift Dzire,Diesel,2,Kolkata,500000.0,90000-100000
Tata,2020,Tata Altroz,Petrol,1,Kolkata,649000.0,20000-30000
Honda,2016,Honda Jazz,Petrol,1,Kolkata,386000.0,80000-90000
Volkswagen,2015,Volkswagen Polo,Petrol,2,Kolkata,300000.0,90000-100000
Tata,2019,Tata Hexa,Diesel,1,Kolkata,888000.0000000001,70000-80000
Hyundai,2017,Hyundai i20,Petrol,2,Kolkata,560000.0,80000-90000
Mahindra,2017,Mahindra KUV 100 NXT,Petrol,2,Kolkata,436000.00000000006,60000-70000
Jeep,2017,Jeep Compass,Diesel,2,Kolkata,1032000.0,70000-80000
Honda,2010,Honda City,Petrol,3,Kolkata,270000.0,50000-60000
Maruti,2015,Maruti Ciaz,Diesel,1,Kolkata,475000.0,80000-90000
Maruti,2010,Maruti Ritz,Diesel,2,Kolkata,140000.0,110000-120000
Maruti,2013,Maruti Wagon R,Petrol,1,Kolkata,320000.0,60000-70000
Hyundai,2014,Hyundai Grand i10,Petrol,2,Kolkata,340000.0,70000-80000
Maruti,2011,Maruti Swift Dzire,Petrol,2,Kolkata,250000.0,100000-110000
Hyundai,2014,Hyundai Xcent,Petrol,1,Kolkata,325000.0,30000-40000
Toyota,2014,Toyota Innova,Diesel,2,Kolkata,799000.0,50000-60000
Hyundai,2015,Hyundai Xcent,Petrol,1,Kolkata,400000.0,60000-70000
Hyundai,2022,Hyundai Venue,Petrol,1,Kolkata,956000.0,0-10000
Chevrolet,2014,Chevrolet Beat,Diesel,2,Kolkata,210000.0,20000-30000
Maruti,2010,Maruti Wagon R,Petrol,1,Kolkata,240000.0,60000-70000
Maruti,2015,Maruti Alto 800,Petrol,1,Kolkata,239000.0,30000-40000
Maruti,2021,Maruti Baleno,Petrol,1,Kolkata,861000.0,0-10000
Mercedes-Benz,2017,Mercedes-Benz E-Class,Petrol,2,Kolkata,3500000.0,20000-30000
Maruti,2020,Maruti Ignis,Petrol,2,Kolkata,598000.0,10000-20000
Honda,2017,Honda City,Diesel,1,Kolkata,750000.0,60000-70000
Maruti,2020,Maruti Wagon R,Petrol,1,Kolkata,559000.0,10000-20000
Kia,2021,Kia Sonet,Diesel,1,Kolkata,1035000.0,20000-30000
BMW,2023,BMW 3 Series Gran Limousine,Petrol,1,Kolkata,5895000.0,0-10000
Ford,2015,Ford Figo,Petrol,1,Kolkata,259000.0,20000-30000
Audi,2021,Audi S5 Sportback,Petrol,2,Kolkata,5950000.0,10000-20000
Kia,2020,Kia Seltos,Petrol,2,Kolkata,1300000.0,10000-20000
Maruti,2019,Maruti Baleno,Petrol,1,Kolkata,650000.0,0-10000
Jeep,2018,Jeep Compass,Petrol,1,Kolkata,1099000.0,30000-40000
Jeep,2018,Jeep Compass,Petrol,1,Kolkata,999000.0,40000-50000
Land Rover,2021,Land Rover Range Rover Evoque,Diesel,2,Kolkata,5400000.0,50000-60000
Maruti,2022,Maruti S-Presso,Petrol,1,Kolkata,553000.0,0-10000
Maruti,2022,Maruti Celerio,Petrol,1,Kolkata,632000.0,10000-20000
Maruti,2018,Maruti Ignis,Petrol,1,Kolkata,330000.0,40000-50000
Volkswagen,2017,Volkswagen Vento,Petrol,2,Kolkata,690000.0,30000-40000
Honda,2012,Honda Brio,Petrol,2,Kolkata,219000.0,70000-80000
Maruti,2018,Maruti Celerio,Petrol,1,Kolkata,350000.0,40000-50000
Hyundai,2014,Hyundai Grand i10,Petrol,2,Kolkata,338000.0,50000-60000
Ford,2017,Ford Ecosport,Petrol,1,Kolkata,500000.0,30000-40000
Maruti,2014,Maruti Swift,Petrol,1,Kolkata,408000.0,30000-40000
Hyundai,2014,Hyundai Xcent,Petrol,1,Kolkata,289000.0,70000-80000
Maruti,2015,Maruti Alto 800,Petrol,2,Kolkata,230000.0,50000-60000
Hyundai,2014,Hyundai i20,Petrol,1,Kolkata,395000.0,60000-70000
Hyundai,2011,Hyundai i20,Petrol,2,Kolkata,220000.00000000003,40000-50000
Kia,2020,Kia Seltos,Petrol,1,Kolkata,1200000.0,70000-80000
Mercedes-Benz,2019,Mercedes-Benz C-Class,Diesel,2,Kolkata,3050000.0,10000-20000
Maruti,2018,Maruti Vitara Brezza,Diesel,1,Kolkata,725000.0,40000-50000
Maruti,2015,Maruti Swift,Petrol,1,Kolkata,430000.0,40000-50000
Volkswagen,2017,Volkswagen Ameo,Petrol,3,Kolkata,470000.0,40000-50000
Maruti,2017,Maruti Alto 800,Petrol,1,Kolkata,296000.0,0-10000
Hyundai,2019,Hyundai i20,Petrol,1,Kolkata,527000.0,30000-40000
Hyundai,2010,Hyundai Santro Xing,Petrol,2,Kolkata,140000.0,50000-60000
Honda,2016,Honda City,Petrol,1,Kolkata,591000.0,50000-60000
Hyundai,2018,Hyundai i20,Petrol,1,Kolkata,480000.0,40000-50000
Hyundai,2011,Hyundai Verna,Petrol,2,Kolkata,250000.0,70000-80000
Tata,2022,Tata Nexon,Petrol,2,Kolkata,822000.0000000001,0-10000
Renault,2022,Renault KWID,Petrol,1,Kolkata,510000.0,10000-20000
Toyota,2018,Toyota Yaris,Petrol,2,Kolkata,681000.0,10000-20000
Ford,2019,Ford Ecosport,Petrol,2,Kolkata,735000.0,50000-60000
Volkswagen,2018,Volkswagen Vento,Petrol,1,Kolkata,590000.0,30000-40000
Hyundai,2010,Hyundai Santro Xing,Petrol,2,Kolkata,130000.0,60000-70000
Mercedes-Benz,2020,Mercedes-Benz C-Class,Diesel,1,Kolkata,3980000.0,30000-40000
Mahindra,2022,Mahindra XUV700,Diesel,1,Kolkata,2220000.0,10000-20000
Maruti,2018,Maruti Wagon R,Petrol,1,Kolkata,450000.0,10000-20000
Volvo,2020,Volvo XC60,Diesel,2,Kolkata,4700000.0,10000-20000
Maruti,2015,Maruti Ciaz,Diesel,1,Kolkata,450000.0,50000-60000
Hyundai,2011,Hyundai Accent,Petrol,1,Kolkata,190000.0,50000-60000
Hyundai,2015,Hyundai Verna,Diesel,2,Kolkata,494000.00000000006,40000-50000
Maruti,2019,Maruti Swift,Petrol,1,Kolkata,535000.0,40000-50000
Hyundai,2010,Hyundai Santro Xing,Petrol,1,Kolkata,155000.0,60000-70000
Renault,2022,Renault KWID,Petrol,1,Kolkata,557000.0,0-10000
Renault,2013,Renault Pulse,Diesel,1,Kolkata,180000.0,50000-60000
Maruti,2014,Maruti Celerio,Petrol,1,Kolkata,318000.0,50000-60000
Hyundai,2019,Hyundai Xcent,Petrol,1,Kolkata,500000.0,40000-50000
Maruti,2020,Maruti Alto 800,Petrol,1,Kolkata,403000.0,0-10000
MG,2020,MG Hector,Petrol,1,Kolkata,1513000.0,10000-20000
Hyundai,2022,Hyundai Verna,Petrol,1,Kolkata,1030000.0,10000-20000
Mahindra,2020,Mahindra Scorpio,Diesel,1,Kolkata,1530000.0,90000-100000
Hyundai,2021,Hyundai Verna,Petrol,1,Kolkata,1050000.0,10000-20000
Honda,2021,Honda City,Petrol,1,Kolkata,810000.0,60000-70000
Honda,2010,Honda City,Petrol,2,Kolkata,235000.0,40000-50000
Honda,2014,Honda City,Petrol,2,Kolkata,439000.0,50000-60000
Honda,2014,Honda City,Petrol,2,Kolkata,439000.0,50000-60000
Ford,2011,Ford Figo,Petrol,2,Kolkata,200000.0,50000-60000
Chevrolet,2012,Chevrolet Spark,Petrol,1,Kolkata,210000.0,20000-30000
Honda,2013,Honda Brio,Petrol,2,Kolkata,225000.0,40000-50000
Maruti,2020,Maruti Alto 800,Petrol,2,Kolkata,378000.0,20000-30000
Honda,2019,Honda City,Petrol,1,Kolkata,684000.0,40000-50000
Hyundai,2018,Hyundai Verna,Petrol,1,Kolkata,800000.0,40000-50000
Ford,2015,Ford Ecosport,Petrol,1,Kolkata,419000.00000000006,50000-60000
Maruti,2015,Maruti Wagon R,Petrol,1,Kolkata,309000.0,20000-30000
Maruti,2017,Maruti Swift Dzire,Petrol,1,Kolkata,525000.0,30000-40000
Volkswagen,2019,Volkswagen Polo,Petrol,1,Kolkata,510000.0,20000-30000
Audi,2020,Audi A3,Diesel,1,Kolkata,2000000.0,50000-60000
Maruti,2012,Maruti Swift Dzire,Petrol,1,Kolkata,289000.0,60000-70000
Maruti,2014,Maruti Wagon R,Petrol,1,Kolkata,273000.0,70000-80000
Honda,2017,Honda WR-V,Petrol,1,Kolkata,600000.0,80000-90000
Ford,2016,Ford Ecosport,Petrol,2,Kolkata,510000.0,30000-40000
Maruti,2015,Maruti Alto 800,Petrol,1,Kolkata,300000.0,40000-50000
Land Rover,2012,Land Rover Freelander 2,Diesel,2,Kolkata,970000.0,70000-80000
Hyundai,2018,Hyundai Elantra,Petrol,1,Kolkata,1400000.0,30000-40000
Hyundai,2014,Hyundai Xcent,Diesel,2,Kolkata,300000.0,80000-90000
Hyundai,2018,Hyundai Elantra,Petrol,1,Kolkata,1500000.0,30000-40000
Volkswagen,2014,Volkswagen Polo,Petrol,2,Kolkata,290000.0,90000-100000
Honda,2012,Honda Civic,Petrol,2,Kolkata,350000.0,90000-100000
Maruti,2013,Maruti Swift,Diesel,1,Kolkata,296000.0,90000-100000
Hyundai,2018,Hyundai Grand i10,Petrol,2,Kolkata,376000.0,70000-80000
Honda,2022,Honda City,Petrol,1,Kolkata,1399000.0,10000-20000
Maruti,2021,Maruti Swift Dzire,Petrol,2,Kolkata,690000.0,20000-30000
Maruti,2019,Maruti Ciaz,Petrol,3,Kolkata,714000.0,0-10000
Honda,2019,Honda Amaze,Petrol,1,Kolkata,600000.0,20000-30000
Hyundai,2016,Hyundai Grand i10,Petrol,1,Kolkata,342000.0,80000-90000
Porsche,2016,Porsche Panamera,Diesel,2,Kolkata,5000000.0,20000-30000
Honda,2012,Honda Brio,Petrol,2,Kolkata,208000.0,80000-90000
Toyota,2014,Toyota Etios,Petrol,2,Kolkata,279000.0,80000-90000
Honda,2017,Honda City,Diesel,1,Kolkata,600000.0,60000-70000
Mahindra Ssangyong,2018,Mahindra Ssangyong Rexton,Diesel,1,Kolkata,1450000.0,50000-60000
Toyota,2012,Toyota Etios,Petrol,3,Kolkata,225000.0,80000-90000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Kolkata,400000.0,20000-30000
Hyundai,2019,Hyundai i20,Petrol,1,Kolkata,625000.0,0-10000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Kolkata,385000.0,30000-40000
Maruti,2013,Maruti Swift,Petrol,1,Kolkata,335000.0,30000-40000
Honda,2020,Honda City,Petrol,1,Kolkata,985000.0,20000-30000
Hyundai,2015,Hyundai Xcent,Diesel,3,Kolkata,271000.0,100000-110000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Kolkata,481000.0,20000-30000
Maruti,2020,Maruti Wagon R,Petrol,1,Kolkata,555000.0,10000-20000
Volkswagen,2017,Volkswagen Ameo,Petrol,1,Kolkata,430000.0,60000-70000
Kia,2021,Kia Seltos,Petrol,1,Kolkata,1200000.0,60000-70000
Maruti,2012,Maruti Swift,Diesel,1,Kolkata,286000.0,70000-80000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,1,Kolkata,680000.0,10000-20000
Datsun,2020,Datsun RediGO,Petrol,1,Kolkata,349000.0,0-10000
Renault,2023,Renault Kiger,Petrol,1,Kolkata,785000.0,0-10000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Kolkata,490000.00000000006,10000-20000
Toyota,2019,Toyota Innova Crysta,Diesel,1,Kolkata,1700000.0,10000-20000
Hyundai,2015,Hyundai Grand i10,Petrol,1,Kolkata,350000.0,20000-30000
Honda,2015,Honda City,Diesel,1,Kolkata,400000.0,60000-70000
Volkswagen,2016,Volkswagen Polo,Petrol,1,Kolkata,365000.0,60000-70000
Maruti,2016,Maruti Swift,Petrol,2,Kolkata,400000.0,30000-40000
Hyundai,2016,Hyundai EON,Petrol,2,Kolkata,255000.0,60000-70000
Maruti,2017,Maruti Swift Dzire,Petrol,2,Kolkata,601000.0,40000-50000
Hyundai,2011,Hyundai i10,Petrol,1,Kolkata,216000.0,80000-90000
Honda,2017,Honda City,Petrol,1,Kolkata,670000.0,40000-50000
Hyundai,2018,Hyundai Verna,Petrol,1,Kolkata,719000.0,30000-40000
Hyundai,2010,Hyundai Santro Xing,Petrol,3,Kolkata,142000.0,60000-70000
Mercedes-Benz,2019,Mercedes-Benz C-Class,Diesel,1,Kolkata,3200000.0,30000-40000
MG,2023,MG Hector,Diesel,1,Kolkata,1820000.0,0-10000
Maruti,2017,Maruti Ertiga,Diesel,1,Kolkata,750000.0,50000-60000
Tata,2022,Tata Punch,Petrol,1,Kolkata,827000.0,0-10000
Maruti,2018,Maruti Swift Dzire,Petrol,1,Kolkata,475000.0,40000-50000
Hyundai,2010,Hyundai Santro Xing,Petrol,2,Kolkata,120000.0,70000-80000
Maruti,2015,Maruti Alto 800,Petrol,2,Kolkata,210000.0,70000-80000
BMW,2017,BMW 3 Series GT,Diesel,1,Kolkata,2490000.0,50000-60000
Maruti,2019,Maruti Alto 800,Petrol,1,Kolkata,330000.0,30000-40000
Honda,2021,Honda City,Petrol,1,Kolkata,1400000.0,10000-20000
Ford,2017,Ford Ecosport,Diesel,2,Kolkata,525000.0,80000-90000
Hyundai,2012,Hyundai i10,Petrol,1,Kolkata,280000.0,40000-50000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Kolkata,430000.0,30000-40000
Hyundai,2019,Hyundai i20,Petrol,2,Kolkata,598000.0,60000-70000
Maruti,2019,Maruti Alto 800,Petrol,2,Kolkata,276000.0,50000-60000
Maruti,2014,Maruti Ritz,Petrol,2,Kolkata,248000.0,40000-50000
Maruti,2021,Maruti Swift,Petrol,1,Kolkata,592000.0,10000-20000
Maruti,2017,Maruti Alto K10,Petrol,2,Kolkata,290000.0,30000-40000
Hyundai,2015,Hyundai Grand i10,Petrol,1,Kolkata,341000.0,60000-70000
BMW,2017,BMW 5 Series,Diesel,1,Kolkata,3600000.0,30000-40000
Volkswagen,2019,Volkswagen Polo,Petrol,1,Kolkata,547000.0,10000-20000
Maruti,2018,Maruti Ciaz,Petrol,1,Kolkata,566000.0,50000-60000
Maruti,2018,Maruti Alto 800,Petrol,1,Kolkata,280000.0,60000-70000
Ford,2014,Ford Fiesta,Diesel,1,Kolkata,285000.0,40000-50000
Hyundai,2015,Hyundai Xcent,Petrol,1,Kolkata,299000.0,60000-70000
Hyundai,2014,Hyundai Grand i10,Diesel,1,Kolkata,270000.0,90000-100000
Honda,2017,Honda City,Petrol,1,Kolkata,699000.0,30000-40000
Mahindra,2016,Mahindra XUV500,Diesel,1,Kolkata,850000.0,80000-90000
Honda,2020,Honda City,Petrol,1,Kolkata,1250000.0,10000-20000
Mahindra,2016,Mahindra KUV 100,Petrol,1,Kolkata,400000.0,20000-30000
Datsun,2020,Datsun RediGO,Petrol,1,Kolkata,354000.0,10000-20000
Hyundai,2019,Hyundai Venue,Diesel,1,Kolkata,850000.0,30000-40000
Nissan,2021,Nissan Magnite,Petrol,1,Kolkata,669000.0,20000-30000
Hyundai,2019,Hyundai i20,Petrol,1,Kolkata,481000.0,40000-50000
Jeep,2021,Jeep Compass,Diesel,1,Kolkata,2400000.0,20000-30000
Mahindra,2021,Mahindra XUV500,Diesel,1,Kolkata,1170000.0,30000-40000
Hyundai,2016,Hyundai Creta,Diesel,1,Kolkata,619000.0,80000-90000
Maruti,2018,Maruti Ertiga,Petrol,1,Kolkata,875000.0,50000-60000
Renault,2020,Renault KWID,Petrol,1,Kolkata,518000.0,0-10000
Honda,2014,Honda City,Diesel,1,Kolkata,450000.0,40000-50000
Honda,2014,Honda Brio,Petrol,3,Kolkata,235000.0,30000-40000
Maruti,2021,Maruti Swift,Petrol,1,Kolkata,620000.0,10000-20000
BMW,2019,BMW 5 Series,Diesel,1,Kolkata,3950000.0,10000-20000
Mahindra,2018,Mahindra KUV 100 NXT,Diesel,1,Kolkata,450000.0,40000-50000
Maruti,2012,Maruti Wagon R,Petrol,2,Kolkata,250000.0,30000-40000
Hyundai,2018,Hyundai Verna,Petrol,1,Kolkata,880000.0000000001,50000-60000
Maruti,2018,Maruti Celerio X,Petrol,1,Kolkata,425000.0,10000-20000
Audi,2014,Audi Q5,Diesel,2,Kolkata,1100000.0,80000-90000
Land Rover,2021,Land Rover Range Rover Evoque,Diesel,1,Kolkata,6200000.0,10000-20000
BMW,2022,BMW 5 Series,Diesel,2,Kolkata,5799000.0,0-10000
Mahindra,2022,Mahindra XUV700,Petrol,1,Kolkata,1950000.0,20000-30000
Tata,2022,Tata Tiago,Petrol,1,Kolkata,580000.0,10000-20000
Tata,2021,Tata Nexon,Petrol,1,Kolkata,890000.0,0-10000
Maruti,2022,Maruti Celerio,Petrol,1,Kolkata,626000.0,0-10000
Hyundai,2022,Hyundai Grand i10 Nios,Petrol,1,Kolkata,753000.0,0-10000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Kolkata,355000.0,20000-30000
Volkswagen,2016,Volkswagen Polo,Diesel,1,Kolkata,399000.0,30000-40000
Hyundai,2014,Hyundai EON,Petrol,3,Kolkata,209000.0,20000-30000
Hyundai,2011,Hyundai i10,Petrol,1,Kolkata,199000.0,30000-40000
Renault,2014,Renault Duster,Diesel,1,Kolkata,354000.0,50000-60000
Tata,2017,Tata Hexa,Diesel,1,Kolkata,725000.0,60000-70000
Renault,2022,Renault Kiger,Petrol,1,Kolkata,1050000.0,20000-30000
Hyundai,2015,Hyundai Creta,Diesel,1,Kolkata,500000.0,60000-70000
Hyundai,2015,Hyundai Creta,Petrol,1,Kolkata,550000.0,60000-70000
Hyundai,2014,Hyundai EON,Petrol,1,Kolkata,225000.0,30000-40000
Maruti,2014,Maruti Alto 800,Petrol,1,Kolkata,180000.0,70000-80000
Ford,2010,Ford Figo,Petrol,1,Kolkata,165000.0,50000-60000
Honda,2016,Honda Mobilio,Petrol,1,Kolkata,499000.0,20000-30000
Hyundai,2010,Hyundai i10,Petrol,2,Kolkata,170000.0,50000-60000
Honda,2017,Honda WR-V,Petrol,1,Kolkata,570000.0,40000-50000
Hyundai,2016,Hyundai Creta,Petrol,1,Kolkata,627000.0,70000-80000
Tata,2020,Tata Altroz,Petrol,1,Kolkata,471000.0,40000-50000
Maruti,2018,Maruti Ciaz,Petrol,1,Kolkata,728000.0,50000-60000
Tata,2022,Tata Tiago NRG,Petrol,1,Kolkata,659000.0,10000-20000
Maruti,2010,Maruti Zen Estilo,Petrol,2,Kolkata,120000.0,70000-80000
Mahindra,2017,Mahindra XUV500,Diesel,1,Kolkata,819999.9999999999,20000-30000
Jeep,2022,Jeep Compass,Petrol,1,Kolkata,2600000.0,10000-20000
Maruti,2010,Maruti Swift Dzire,Petrol,1,Kolkata,222000.00000000003,30000-40000
Hyundai,2014,Hyundai EON,Petrol,3,Kolkata,206000.0,20000-30000
Mercedes-Benz,2017,Mercedes-Benz CLA,Diesel,1,Kolkata,1850000.0,30000-40000
Maruti,2016,Maruti Ertiga,Diesel,1,Kolkata,625000.0,50000-60000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,1,Kolkata,650000.0,0-10000
Ford,2010,Ford Figo,Petrol,1,Kolkata,175000.0,40000-50000
Hyundai,2019,Hyundai Verna,Petrol,1,Kolkata,899000.0,20000-30000
Maruti,2017,Maruti Alto K10,Petrol,2,Kolkata,280000.0,30000-40000
Tata,2021,Tata Nexon,Petrol,1,Kolkata,900000.0,60000-70000
Jeep,2021,Jeep Compass,Diesel,1,Kolkata,2550000.0,10000-20000
Jeep,2017,Jeep Compass,Diesel,1,Kolkata,1170000.0,50000-60000
Maruti,2015,Maruti Swift Dzire,Petrol,1,Kolkata,384000.0,30000-40000
Hyundai,2014,Hyundai Grand i10,Petrol,2,Kolkata,292000.0,60000-70000
Hyundai,2016,Hyundai Creta,Diesel,1,Kolkata,700000.0,50000-60000
Volkswagen,2020,Volkswagen Polo,Petrol,1,Kolkata,647000.0,20000-30000
Renault,2018,Renault Captur,Diesel,1,Kolkata,686000.0,60000-70000
Tata,2011,Tata Indica,Diesel,2,Kolkata,140000.0,60000-70000
Maruti,2014,Maruti Swift Dzire,Petrol,1,Kolkata,375000.0,70000-80000
MG,2020,MG Hector,Petrol,1,Kolkata,1400000.0,60000-70000
Maruti,2019,Maruti Vitara Brezza,Diesel,1,Kolkata,703000.0,80000-90000
Honda,2014,Honda City,Diesel,1,Kolkata,364000.0,100000-110000
Honda,2015,Honda City,Diesel,1,Kolkata,450000.0,50000-60000
Mahindra,2016,Mahindra KUV 100,Petrol,1,Kolkata,400000.0,20000-30000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Kolkata,392000.0,70000-80000
Hyundai,2013,Hyundai i10,Petrol,2,Kolkata,300000.0,40000-50000
Jeep,2021,Jeep Compass,Diesel,1,Kolkata,2475000.0,10000-20000
Hyundai,2018,Hyundai Verna,Petrol,1,Kolkata,860000.0,50000-60000
Audi,2017,Audi A4,Diesel,2,Kolkata,2000000.0,60000-70000
Audi,2018,Audi A6,Diesel,1,Kolkata,2850000.0,40000-50000
Mercedes-Benz,2014,Mercedes-Benz GL-Class,Diesel,1,Kolkata,2500000.0,90000-100000
Honda,2014,Honda City,Petrol,1,Kolkata,372000.0,60000-70000
Honda,2018,Honda City,Petrol,2,Kolkata,915000.0,20000-30000
Mercedes-Benz,2016,Mercedes-Benz E-Class,Diesel,2,Kolkata,2749000.0,10000-20000
Maruti,2014,Maruti Swift Dzire,Petrol,1,Kolkata,323000.0,60000-70000
Ford,2014,Ford Ecosport,Petrol,1,Kolkata,422000.0,70000-80000
Kia,2022,Kia Carens,Petrol,1,Kolkata,1299000.0,0-10000
Kia,2019,Kia Seltos,Petrol,1,Kolkata,1052000.0,60000-70000
Hyundai,2012,Hyundai i20,Petrol,1,Kolkata,228000.0,30000-40000
Hyundai,2012,Hyundai Verna,Diesel,1,Kolkata,312000.0,70000-80000
Honda,2014,Honda Amaze,Diesel,1,Kolkata,276000.0,90000-100000
Tata,2016,Tata Tiago,Petrol,1,Kolkata,300000.0,40000-50000
Hyundai,2022,Hyundai Creta,Diesel,1,Kolkata,1599000.0,0-10000
BMW,2020,BMW X1,Diesel,1,Kolkata,3499000.0,10000-20000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Kolkata,425000.0,20000-30000
Hyundai,2022,Hyundai Venue,Petrol,1,Kolkata,1000000.0,10000-20000
Honda,2014,Honda Mobilio,Diesel,1,Kolkata,399000.0,50000-60000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Kolkata,395000.0,30000-40000
Mahindra,2019,Mahindra XUV500,Diesel,1,Kolkata,1350000.0,50000-60000
Ford,2010,Ford Figo,Petrol,1,Kolkata,168000.0,70000-80000
